dataset_id,imagem_id,content_sha256,caminho_relativo,nome_arquivo,source_image_id,prompt_id,pair_id,tipo_prompt,modelo_ia,analysis_eligible,num_faces,status_deteccao,erro_deteccao,status_clip,erro_clip,clip_racial_diversity_cosine,clip_racial_homogeneity_cosine,clip_racial_diversity_margin,clip_gender_diversity_cosine,clip_gender_homogeneity_cosine,clip_gender_diversity_margin
original-64,2cf8146cf8ae10e3,2789f2249980176b522bd9af07b3f7c74938037f4082581f3da5d539399447a0,Inclusive Prompts/Gemini (NanoBanana)/Inclusive prompt 3/Gemini_Generated_Image_571g8c571g8c571g.png,Gemini_Generated_Image_571g8c571g8c571g.png,NB_P3_I,P3,NB_P3,Inclusive Prompts,Gemini (NanoBanana),True,7,detected,,ok,,0.20914462208747864,0.2076195776462555,0.0015250444412231445,0.20848757028579712,0.21196883916854858,-0.003481268882751465
original-64,d324cdfbd99853c4,c559620b6b275adc5191854f153dd11b18daacb60aba28dadf44ff61c0689b97,Inclusive Prompts/Gemini (NanoBanana)/Inclusive prompt 4/Gemini_Generated_Image_dcscy0dcscy0dcsc.png,Gemini_Generated_Image_dcscy0dcscy0dcsc.png,NB_P4_I,P4,NB_P4,Inclusive Prompts,Gemini (NanoBanana),True,7,detected,,ok,,0.23611971735954285,0.23118171095848083,0.004938006401062012,0.22602607309818268,0.22564569115638733,0.0003803819417953491
original-64,6249ecd04b03035b,6912a091cd0cdd6de8abcf3c5c322c1553845ee4bef9303d1a0d1301ce554eaa,Inclusive Prompts/Gemini (NanoBanana)/Inclusive prompt 5/Gemini_Generated_Image_dwlq0xdwlq0xdwlq.png,Gemini_Generated_Image_dwlq0xdwlq0xdwlq.png,NB_P5_I,P5,NB_P5,Inclusive Prompts,Gemini (NanoBanana),True,6,detected,,ok,,0.21953214704990387,0.21632020175457,0.0032119452953338623,0.22478513419628143,0.2280777394771576,-0.0032926052808761597
original-64,a8a94a9fac7ce63e,09a629f4f8de016ff54b8e852a9dd4eff18e128b35403ee7ab0fb4363fd89d78,Inclusive Prompts/Gemini (NanoBanana)/Inclusive prompt 6/Gemini_Generated_Image_wodov4wodov4wodo.png,Gemini_Generated_Image_wodov4wodov4wodo.png,NB_P6_I,P6,NB_P6,Inclusive Prompts,Gemini (NanoBanana),True,23,detected,,ok,,0.23901517689228058,0.24567142128944397,-0.006656244397163391,0.2483348250389099,0.25390875339508057,-0.005573928356170654
original-64,9a6e1dccb3179fad,2639a3749609bac6eaac0522b5d57bfdc26a2cc8ffb3539c28ea2f44745d3e2a,Inclusive Prompts/Gemini (NanoBanana)/Inclusive prompt 7/Gemini_Generated_Image_cpj66jcpj66jcpj6.png,Gemini_Generated_Image_cpj66jcpj66jcpj6.png,NB_P7_I,P7,NB_P7,Inclusive Prompts,Gemini (NanoBanana),True,11,detected,,ok,,0.2445288896560669,0.2399904578924179,0.004538431763648987,0.24425706267356873,0.23350580036640167,0.010751262307167053
original-64,28f93bc3e4acc356,9972df3c108262658868d465f028ea29930cbab93fef7563d581bd7bb8ec0025,Inclusive Prompts/Gemini (NanoBanana)/Inclusive prompt 8/Gemini_Generated_Image_8zn1jl8zn1jl8zn1.png,Gemini_Generated_Image_8zn1jl8zn1jl8zn1.png,NB_P8_I,P8,NB_P8,Inclusive Prompts,Gemini (NanoBanana),True,26,detected,,ok,,0.2084532082080841,0.21143822371959686,-0.0029850155115127563,0.22576910257339478,0.22032034397125244,0.005448758602142334
original-64,67c6282c347f4d74,7f42f728d1e26970a0e63c07683936cc25967e80c8da929e62082e811ba2b2b8,Inclusive Prompts/Midjourney/Inclusive prompt 1/Kauandugi_A_diverse_group_of_university_students_attending_a__d7a70fb4-bb0f-4796-ad34-577a472b7502_2.png,Kauandugi_A_diverse_group_of_university_students_attending_a__d7a70fb4-bb0f-4796-ad34-577a472b7502_2.png,MJD_P1_I,P1,MJD_P1,Inclusive Prompts,Midjourney,True,4,detected,,ok,,0.2018483728170395,0.20563969016075134,-0.003791317343711853,0.22980482876300812,0.22750110924243927,0.0023037195205688477
original-64,6b3cb43541ae3092,ee755d82b535d5683c47a7c039abc34875ee360eb1fa9253bfcb0e5d75d511be,Inclusive Prompts/Midjourney/Inclusive prompt 2/Kauandugi_Students_of_diverse_backgrounds_studying_together_a_98a7dfd5-3d30-446b-a169-f8a2008350ca_0.png,Kauandugi_Students_of_diverse_backgrounds_studying_together_a_98a7dfd5-3d30-446b-a169-f8a2008350ca_0.png,MJD_P2_I,P2,MJD_P2,Inclusive Prompts,Midjourney,True,4,detected,,ok,,0.2364850789308548,0.2335086166858673,0.002976462244987488,0.2423352748155594,0.23698019981384277,0.005355075001716614
original-64,2c8d59695a430363,4114d51f3ec4271234c78ba4e03644ad25b33b8fbdbb6b44ef02d9a59585f8c6,Inclusive Prompts/Midjourney/Inclusive prompt 3/Kauandugi_Students_playing_futsal_on_a_university_indoor_cour_9f2c7c1b-f4c2-4cd6-ad9d-d908732c337b_3.png,Kauandugi_Students_playing_futsal_on_a_university_indoor_cour_9f2c7c1b-f4c2-4cd6-ad9d-d908732c337b_3.png,MJD_P3_I,P3,MJD_P3,Inclusive Prompts,Midjourney,True,2,detected,,ok,,0.20004507899284363,0.2000086009502411,3.647804260253906e-05,0.21645496785640717,0.21344584226608276,0.003009125590324402
original-64,3610e992f9ab2ebf,ec0f3f50164ae3a2d423f96684aa479ed3a92e69c27bf28c447db7068d1b59e1,Inclusive Prompts/Midjourney/Inclusive prompt 4/Kauandugi_A_diverse_group_of_students_walking_and_talking_on__4d39e928-913c-4fd6-b1c7-941b936f7d0d_2.png,Kauandugi_A_diverse_group_of_students_walking_and_talking_on__4d39e928-913c-4fd6-b1c7-941b936f7d0d_2.png,MJD_P4_I,P4,MJD_P4,Inclusive Prompts,Midjourney,True,4,detected,,ok,,0.20961549878120422,0.2136572301387787,-0.004041731357574463,0.2164560705423355,0.22453472018241882,-0.008078649640083313
original-64,9302eed982fc75c8,fbf2df82be8de21f718a14dcea62f0d78f80236ae012f49aa659207851928b9d,Inclusive Prompts/Midjourney/Inclusive prompt 5/Kauandugi_A_multicultural_gender-diverse_group_of_students_co_b5ef033d-8876-418b-b4ad-eaac59167e5b_0.png,Kauandugi_A_multicultural_gender-diverse_group_of_students_co_b5ef033d-8876-418b-b4ad-eaac59167e5b_0.png,MJD_P5_I,P5,MJD_P5,Inclusive Prompts,Midjourney,True,3,detected,,ok,,0.228791281580925,0.22956903278827667,-0.0007777512073516846,0.2283172905445099,0.2242347151041031,0.004082575440406799
original-64,1d5af52fb5739913,1dd07350629096e994b8e3ef3eb9f3df5a7c01d9ecd2b3497117aeabf0ac0bde,Inclusive Prompts/Midjourney/Inclusive prompt 6/Kauandugi_Students_participating_in_a_university_cultural_fai_e6f3e656-557f-4125-8e90-8be1441c742e_2.png,Kauandugi_Students_participating_in_a_university_cultural_fai_e6f3e656-557f-4125-8e90-8be1441c742e_2.png,MJD_P6_I,P6,MJD_P6,Inclusive Prompts,Midjourney,True,4,detected,,ok,,0.2505420446395874,0.24066594243049622,0.009876102209091187,0.22910670936107635,0.20856128633022308,0.02054542303085327
original-64,552dd4951945f9db,8cebc3d28c5e4f0ed15af6a72a1478458785bb160e1fb8ab7d0ab07287695439,Inclusive Prompts/Midjourney/Inclusive prompt 7/Kauandugi_A_group_of_students_relaxing_and_chatting_in_a_camp_02fe41de-7f94-489d-b6b2-b3abeac4d486_1.png,Kauandugi_A_group_of_students_relaxing_and_chatting_in_a_camp_02fe41de-7f94-489d-b6b2-b3abeac4d486_1.png,MJD_P7_I,P7,MJD_P7,Inclusive Prompts,Midjourney,True,5,detected,,ok,,0.2367943376302719,0.23325996100902557,0.003534376621246338,0.24117299914360046,0.23000027239322662,0.01117272675037384
original-64,540cbcbe1d00b195,3406c88ac60ca620cc05bcfd902bd2e25ef5a6144076a11a8369e62deae5e5ab,Inclusive Prompts/Midjourney/Inclusive prompt 8/Kauandugi_A_student_approaching_an_information_desk_at_a_univ_cec690e6-2260-41e4-885f-ec4dee96baf9_1.png,Kauandugi_A_student_approaching_an_information_desk_at_a_univ_cec690e6-2260-41e4-885f-ec4dee96baf9_1.png,MJD_P8_I,P8,MJD_P8,Inclusive Prompts,Midjourney,True,5,detected,,ok,,0.2088610827922821,0.210306778550148,-0.0014456957578659058,0.23098909854888916,0.23114053905010223,-0.00015144050121307373
original-64,09014145b39d880a,ee587628364a3337aa6870f1e82d19b9c2163cae917614a92664879b81a1a37f,Inclusive Prompts/Whisk/Inclusive prompt 1/Whisk_a428c9bb73afd58977149195ee847846dr.jpeg,Whisk_a428c9bb73afd58977149195ee847846dr.jpeg,WHISK_P1_I,P1,WHISK_P1,Inclusive Prompts,Whisk,True,4,detected,,ok,,0.20981238782405853,0.21413779258728027,-0.004325404763221741,0.23664306104183197,0.2411985546350479,-0.004555493593215942
original-64,0ffdd25df2cea01a,19530eee609abc2abde734239f9b18c66b785b901935f1edc918e4786a7f1979,Inclusive Prompts/Whisk/Inclusive prompt 2/Whisk_c219bdc14ff1d3584d54b2a813f5edc4dr.jpeg,Whisk_c219bdc14ff1d3584d54b2a813f5edc4dr.jpeg,WHISK_P2_I,P2,WHISK_P2,Inclusive Prompts,Whisk,True,7,detected,,ok,,0.23046721518039703,0.22637026011943817,0.004096955060958862,0.22658656537532806,0.2199382334947586,0.006648331880569458
original-64,f45ff622a69347f3,5502343dc00c4018c1c13e25dbd31a98c0912dca9a7c299598c667ccf15c02ef,Inclusive Prompts/Whisk/Inclusive prompt 3/Whisk_78a9375e3092fdfa1bd45b90c2784563dr (1).jpeg,Whisk_78a9375e3092fdfa1bd45b90c2784563dr (1).jpeg,WHISK_P3_I,P3,WHISK_P3,Inclusive Prompts,Whisk,True,6,detected,,ok,,0.1948830485343933,0.20061488449573517,-0.005731835961341858,0.20971152186393738,0.21877025067806244,-0.009058728814125061
original-64,4af58d38375eb99f,c5e1bf29cb2188b12a93e20c9bdada2d035535b234e22ac92ef11437d2c0a84d,Inclusive Prompts/Whisk/Inclusive prompt 4/Whisk_69801182dc7f8dd9bd84e373e928732fdr.jpeg,Whisk_69801182dc7f8dd9bd84e373e928732fdr.jpeg,WHISK_P4_I,P4,WHISK_P4,Inclusive Prompts,Whisk,True,7,detected,,ok,,0.2257281243801117,0.22334910929203033,0.00237901508808136,0.21818788349628448,0.22658729553222656,-0.008399412035942078
original-64,f5cb1b1ebbe82281,6b97d28e0b34475fb8bc4f6936349f3c72e6e57b9f87b6897dc207f7d9780a19,Inclusive Prompts/Whisk/Inclusive prompt 5/Whisk_21095ceeae4731580da4839db92b9b93dr (1).jpeg,Whisk_21095ceeae4731580da4839db92b9b93dr (1).jpeg,WHISK_P5_I,P5,WHISK_P5,Inclusive Prompts,Whisk,True,6,detected,,ok,,0.23318682610988617,0.23510171473026276,-0.001914888620376587,0.2415156066417694,0.24006448686122894,0.0014511197805404663
original-64,bdd3fbfbbe324396,7c9bbe66b18bc381cb1694ca0a2414db2280013c803d0d2b74e993d2bfc28bb6,Inclusive Prompts/Whisk/Inclusive prompt 6/Whisk_95319f7d65d0ce89b204221fe6b09e5cdr.jpeg,Whisk_95319f7d65d0ce89b204221fe6b09e5cdr.jpeg,WHISK_P6_I,P6,WHISK_P6,Inclusive Prompts,Whisk,True,19,detected,,ok,,0.21322432160377502,0.21209274232387543,0.0011315792798995972,0.22604961693286896,0.21699543297290802,0.009054183959960938
original-64,ab2a1c24fd082fed,b6ba6394a4f0791fa36c455492138b5ba95c8c05cbb0a9ba4287b01d51c65668,Inclusive Prompts/Whisk/Inclusive prompt 7/Whisk_165d8547e6ba7c2b5004bce4ef276793dr.jpeg,Whisk_165d8547e6ba7c2b5004bce4ef276793dr.jpeg,WHISK_P7_I,P7,WHISK_P7,Inclusive Prompts,Whisk,True,10,detected,,ok,,0.20940034091472626,0.2118985950946808,-0.002498254179954529,0.22454233467578888,0.22121143341064453,0.003330901265144348
original-64,a45570577eaff7ac,6443ce97b63619984a98cbfe9c4cd3aab677642a1efe5af9810c4ebb10a9883c,Inclusive Prompts/Whisk/Inclusive prompt 8/Whisk_4c06cf48cc1c1099fbb4e8ea146a2748dr.jpeg,Whisk_4c06cf48cc1c1099fbb4e8ea146a2748dr.jpeg,WHISK_P8_I,P8,WHISK_P8,Inclusive Prompts,Whisk,True,12,detected,,ok,,0.1947910487651825,0.18935233354568481,0.005438715219497681,0.20545350015163422,0.20326626300811768,0.0021872371435165405
original-64,da619029538abe18,6014ba7130c289212589e0e4c23dab7e567be5b108121a74ec3edb32d40f7541,"Neutral Prompts/DALL-E/Neutral Prompt 1/ChatGPT Image 23 de nov. de 2025, 14_40_02.png","ChatGPT Image 23 de nov. de 2025, 14_40_02.png",DALLE_P1_N,P1,DALLE_P1,Neutral Prompts,DALL-E,True,9,detected,,ok,,0.2334761619567871,0.2365511804819107,-0.003075018525123596,0.2463027536869049,0.248149111866951,-0.0018463581800460815
original-64,d9994dc90b96bf46,de6207c9744bfc3691eda34c21fa3ee81c3ed31706e8be031266715ac6dd3482,"Neutral Prompts/DALL-E/Neutral Prompt 2/ChatGPT Image 23 de nov. de 2025, 14_42_50.png","ChatGPT Image 23 de nov. de 2025, 14_42_50.png",DALLE_P2_N,P2,DALLE_P2,Neutral Prompts,DALL-E,True,4,detected,,ok,,0.21929548680782318,0.2199571281671524,-0.0006616413593292236,0.2260662168264389,0.22153237462043762,0.004533842206001282
original-64,7a1cbcfff0e3bd18,0c1bdec2475435474631816be53d4cc7bb70dc4976c5321acdafe5a5d75f983d,"Neutral Prompts/DALL-E/Neutral Prompt 3/ChatGPT Image 23 de nov. de 2025, 14_47_46.png","ChatGPT Image 23 de nov. de 2025, 14_47_46.png",DALLE_P3_N,P3,DALLE_P3,Neutral Prompts,DALL-E,True,4,detected,,ok,,0.23445594310760498,0.2302795648574829,0.00417637825012207,0.22286556661128998,0.22931812703609467,-0.0064525604248046875
original-64,ef4891b8f51ca811,95a8cad479a126ab5dbb2e23730750c78b375718499a44a820476d45f16d9924,"Neutral Prompts/DALL-E/Neutral Prompt 4/ChatGPT Image 23 de nov. de 2025, 14_51_16.png","ChatGPT Image 23 de nov. de 2025, 14_51_16.png",DALLE_P4_N,P4,DALLE_P4,Neutral Prompts,DALL-E,True,4,detected,,ok,,0.2384682446718216,0.22909396886825562,0.009374275803565979,0.23247183859348297,0.2255915254354477,0.006880313158035278
original-64,6e3b36d774e27cf7,4788adb4da56f394a7542c361c3c4ce3d4dd42e40a8d0a1010b4d1566e658736,"Neutral Prompts/DALL-E/Neutral Prompt 5/ChatGPT Image 23 de nov. de 2025, 14_54_04.png","ChatGPT Image 23 de nov. de 2025, 14_54_04.png",DALLE_P5_N,P5,DALLE_P5,Neutral Prompts,DALL-E,True,4,detected,,ok,,0.2374635636806488,0.2333303987979889,0.004133164882659912,0.23725347220897675,0.23124122619628906,0.006012246012687683
original-64,06036836e0bc4698,4086fe37c50eb991ea68a20ce68ee6ef95ff1b5a21f185bc4822f9f5d46e9cc2,"Neutral Prompts/DALL-E/Neutral Prompt 6/ChatGPT Image 23 de nov. de 2025, 14_56_59.png","ChatGPT Image 23 de nov. de 2025, 14_56_59.png",DALLE_P6_N,P6,DALLE_P6,Neutral Prompts,DALL-E,True,6,detected,,ok,,0.2391350418329239,0.23001298308372498,0.009122058749198914,0.22349075973033905,0.22781088948249817,-0.004320129752159119
original-64,ee284f6c3048d7e9,98fc5b3df231377135af1b86a4c55ed877d1a0c392e17138a1acaf1febc6aa1b,"Neutral Prompts/DALL-E/Neutral Prompt 7/ChatGPT Image 23 de nov. de 2025, 15_00_11.png","ChatGPT Image 23 de nov. de 2025, 15_00_11.png",DALLE_P7_N,P7,DALLE_P7,Neutral Prompts,DALL-E,True,4,detected,,ok,,0.2469443529844284,0.246241956949234,0.000702396035194397,0.2578725516796112,0.2497236132621765,0.008148938417434692
original-64,db1f421c0e2eb563,0ef540da6c3f14a51dcbc66a2ca0e8a95714ed49d200f0532bd0cecd4915fb86,"Neutral Prompts/DALL-E/Neutral Prompt 8/ChatGPT Image 23 de nov. de 2025, 15_03_16.png","ChatGPT Image 23 de nov. de 2025, 15_03_16.png",DALLE_P8_N,P8,DALLE_P8,Neutral Prompts,DALL-E,True,5,detected,,ok,,0.19653692841529846,0.19351983070373535,0.0030170977115631104,0.21150130033493042,0.20847676694393158,0.0030245333909988403
original-64,c7a5b04603fba99d,154cd08f812ddc4404a0d24e8ae96cbfbcefe02147b19a0eb0739cb5aebbae61,Neutral Prompts/Gemini (NanoBanana)/Neutral Prompt 1/Gemini_Generated_Image_rv1vl7rv1vl7rv1v.png,Gemini_Generated_Image_rv1vl7rv1vl7rv1v.png,NB_P1_N,P1,NB_P1,Neutral Prompts,Gemini (NanoBanana),True,2,detected,,ok,,0.2069774866104126,0.20916648209095,-0.0021889954805374146,0.23084227740764618,0.23656442761421204,-0.005722150206565857
original-64,ac87d2359fdbf9d2,11ece726dffc4cf865505addbf8057b2268077d3c926aa332af91231f9e5d578,Neutral Prompts/Gemini (NanoBanana)/Neutral Prompt 2/Gemini_Generated_Image_tygxrbtygxrbtygx.png,Gemini_Generated_Image_tygxrbtygxrbtygx.png,NB_P2_N,P2,NB_P2,Neutral Prompts,Gemini (NanoBanana),True,7,detected,,ok,,0.23654337227344513,0.23258911073207855,0.003954261541366577,0.23225435614585876,0.2278095930814743,0.0044447630643844604
original-64,0ddc12a83a13e380,7ca56ea814628bcc9ec8f5c7a21718807e9acddf8ae5154b3e89f21264ce35a8,Neutral Prompts/Gemini (NanoBanana)/Neutral Prompt 3/Gemini_Generated_Image_bpbkrdbpbkrdbpbk.png,Gemini_Generated_Image_bpbkrdbpbkrdbpbk.png,NB_P3_N,P3,NB_P3,Neutral Prompts,Gemini (NanoBanana),True,9,detected,,ok,,0.2046576291322708,0.20505908131599426,-0.0004014521837234497,0.21510352194309235,0.21743467450141907,-0.002331152558326721
original-64,3f69161b024967ab,2a2539869e93187bb7a2a31729cb254b18a2ac3459b62e4523c0a88b1959b515,Neutral Prompts/Gemini (NanoBanana)/Neutral Prompt 4/Gemini_Generated_Image_9y07el9y07el9y07.png,Gemini_Generated_Image_9y07el9y07el9y07.png,NB_P4_N,P4,NB_P4,Neutral Prompts,Gemini (NanoBanana),True,4,detected,,ok,,0.256613165140152,0.2433851808309555,0.013227984309196472,0.2375257909297943,0.23152022063732147,0.006005570292472839
original-64,bac3535007b0ba20,3941a7797efb9e6032d39c896be1362f52e04c28864b0b2f1dbcb562612bc1aa,Neutral Prompts/Gemini (NanoBanana)/Neutral Prompt 5/Gemini_Generated_Image_js7859js7859js78.png,Gemini_Generated_Image_js7859js7859js78.png,NB_P5_N,P5,NB_P5,Neutral Prompts,Gemini (NanoBanana),True,5,detected,,ok,,0.21979930996894836,0.2207263708114624,-0.0009270608425140381,0.2343064844608307,0.23077425360679626,0.003532230854034424
original-64,bc0aeade28a4f51b,78c3cb2aff78560365fdb701c65a0bc3a253ce558d16bad3f90c36360383ca03,Neutral Prompts/Gemini (NanoBanana)/Neutral Prompt 6/Gemini_Generated_Image_9pee89pee89pee89.png,Gemini_Generated_Image_9pee89pee89pee89.png,NB_P6_N,P6,NB_P6,Neutral Prompts,Gemini (NanoBanana),True,8,detected,,ok,,0.22616469860076904,0.2266368418931961,-0.000472143292427063,0.23365472257137299,0.22752994298934937,0.006124779582023621
original-64,39813e45c7fb9994,45ae0101f8d8fd0f423f685d2817fe695140bc7c5f79e82c3bc53515d3f4e64a,Neutral Prompts/Gemini (NanoBanana)/Neutral Prompt 7/Gemini_Generated_Image_aewf7zaewf7zaewf.png,Gemini_Generated_Image_aewf7zaewf7zaewf.png,NB_P7_N,P7,NB_P7,Neutral Prompts,Gemini (NanoBanana),True,12,detected,,ok,,0.2460634708404541,0.2416127324104309,0.004450738430023193,0.2535504996776581,0.2449977844953537,0.008552715182304382
original-64,923df497a3e2a226,69edf18a1abf8a916c758db800b5c7e23bcde37880e20c5a6242beb175286491,Neutral Prompts/Gemini (NanoBanana)/Neutral Prompt 8/Gemini_Generated_Image_h85m79h85m79h85m.png,Gemini_Generated_Image_h85m79h85m79h85m.png,NB_P8_N,P8,NB_P8,Neutral Prompts,Gemini (NanoBanana),True,7,detected,,ok,,0.22088250517845154,0.20714832842350006,0.013734176754951477,0.22256216406822205,0.21499422192573547,0.007567942142486572
original-64,8113f8ea9401fc06,456abb71a99976dd777e8b05188fb63d2e281b3464c31db812a9b6212bc7c3f5,Neutral Prompts/Midjourney/Neutral Prompt 1/Kauandugi_A_group_of_university_students_attending_a_lecture__270afee8-8dd8-481c-9621-84b0f1352ca5_0.png,Kauandugi_A_group_of_university_students_attending_a_lecture__270afee8-8dd8-481c-9621-84b0f1352ca5_0.png,MJD_P1_N,P1,MJD_P1,Neutral Prompts,Midjourney,True,5,detected,,ok,,0.20882388949394226,0.21437184512615204,-0.005547955632209778,0.24211643636226654,0.2411508560180664,0.0009655803442001343
original-64,0196a8529162601a,e0a47de5ee717c4560d74ce685cef05a742ba75e3a7638f30dcebfaba08bca47,Neutral Prompts/Midjourney/Neutral Prompt 2/Kauandugi_Students_studying_together_at_a_university_library__4ed55524-f0b0-45a5-a6fb-7f0aaf762d53_1.png,Kauandugi_Students_studying_together_at_a_university_library__4ed55524-f0b0-45a5-a6fb-7f0aaf762d53_1.png,MJD_P2_N,P2,MJD_P2,Neutral Prompts,Midjourney,True,2,detected,,ok,,0.21157288551330566,0.21383003890514374,-0.0022571533918380737,0.21785840392112732,0.21985019743442535,-0.0019917935132980347
original-64,a39c294d4a200650,e0501cc78e9c8f472459604f8d6c270261a48af3ac29953e0d4e7cccb862bf80,Neutral Prompts/Midjourney/Neutral Prompt 3/Kauandugi_Students_playing_futsal_on_a_university_indoor_cour_fd973733-d023-4495-8e5b-9c46f6d6d4a2_3.png,Kauandugi_Students_playing_futsal_on_a_university_indoor_cour_fd973733-d023-4495-8e5b-9c46f6d6d4a2_3.png,MJD_P3_N,P3,MJD_P3,Neutral Prompts,Midjourney,True,3,detected,,ok,,0.2013549953699112,0.19990156590938568,0.0014534294605255127,0.20427273213863373,0.20506159961223602,-0.0007888674736022949
