nome_arquivo,tipo_prompt,raca,conf_raca,genero,conf_genero,A typical Latin American university campus,A typical European university campus,A typical North American university campus
Kauandugi_Students_playing_futsal_on_a_university_indoor_cour_fd973733-d023-4495-8e5b-9c46f6d6d4a2_3.png,Neutral Prompts,white,95.39166,Man,98.50466,17.374727249145508,17.065521240234375,19.012815475463867
Kauandugi_Students_studying_together_at_a_university_library__4ed55524-f0b0-45a5-a6fb-7f0aaf762d53_1.png,Neutral Prompts,white,33.330574,Man,79.37516,19.68605613708496,21.280078887939453,21.7027587890625
Kauandugi_Students_walking_and_talking_on_a_university_campus_54a52e19-b34f-4ef8-ac79-f843ba07f2f0_0.png,Neutral Prompts,latino hispanic,49.802475,Man,97.34458,23.687257766723633,23.959518432617188,27.359529495239258
Kauandugi_A_group_of_students_collaborating_on_a_project_arou_ce75684f-cd75-4c9c-8c84-48b02f44dcb3_1.png,Neutral Prompts,white,99.778076,Man,99.9954,18.74299430847168,19.095834732055664,20.817916870117188
Kauandugi_Students_participating_in_a_university_cultural_fai_f78c34d4-5e7a-4b0c-8e35-c6a9bceedb55_2.png,Neutral Prompts,white,27.949295,Woman,72.91313,17.398008346557617,19.61621856689453,20.40924835205078
Kauandugi_Students_relaxing_and_chatting_in_a_campus_common_a_d19b942d-4196-43fd-bf57-4fc495bea70d_0.png,Neutral Prompts,white,87.29289,Man,89.15864,20.923545837402344,23.550880432128906,23.353151321411133
Kauandugi_A_student_approaching_an_information_desk_at_a_univ_16c95386-93d9-4f77-975f-db840e671d31_2.png,Neutral Prompts,white,99.52984,Woman,99.57442,17.661123275756836,19.71862030029297,18.692977905273438
Gemini_Generated_Image_tygxrbtygxrbtygx.png,Neutral Prompts,middle eastern,52.94757,Man,99.4631,22.211055755615234,21.800661087036133,23.4915714263916
Gemini_Generated_Image_rv1vl7rv1vl7rv1v.png,Neutral Prompts,black,97.03209,Man,97.58157,21.181377410888672,21.712921142578125,25.255142211914062
Gemini_Generated_Image_9y07el9y07el9y07.png,Neutral Prompts,white,99.94377,Woman,99.995804,24.43461036682129,23.656848907470703,26.435537338256836
Gemini_Generated_Image_bpbkrdbpbkrdbpbk.png,Neutral Prompts,asian,91.04521,Man,99.99682,20.22875213623047,19.575489044189453,22.53169059753418
Gemini_Generated_Image_js7859js7859js78.png,Neutral Prompts,asian,63.17014,Man,93.41296,16.258737564086914,16.194843292236328,17.483089447021484
Gemini_Generated_Image_9pee89pee89pee89.png,Neutral Prompts,black,100.0,Man,98.47666,25.272886276245117,24.457908630371094,27.701147079467773
Gemini_Generated_Image_h85m79h85m79h85m.png,Neutral Prompts,white,46.63796,Woman,76.0696,25.72121810913086,22.9769344329834,26.876832962036133
Gemini_Generated_Image_aewf7zaewf7zaewf.png,Neutral Prompts,white,94.502464,Woman,61.4316,20.414386749267578,19.579612731933594,22.54071044921875
Whisk_167dc424ddd764e83dd4d5917fb525efdr.jpeg,Neutral Prompts,white,63.068485,Man,94.75127,22.923274993896484,23.545522689819336,22.7496395111084
Whisk_51b56bc3e18ee479636437ea959d8748dr.jpeg,Neutral Prompts,middle eastern,70.12387,Man,99.97607,19.85277557373047,20.055925369262695,21.04728889465332
Whisk_7d68788cce93066a2b8405711ac62cfadr.jpeg,Neutral Prompts,latino hispanic,30.578121,Man,99.654785,20.77692413330078,19.747949600219727,18.818429946899414
Whisk_5fa4efefa1adc1d8fa146e3d625e7465dr.jpeg,Neutral Prompts,black,97.55696,Man,99.64328,21.281766891479492,21.13176727294922,25.60284996032715
Whisk_ab8dd75b3014204b93a40c835d0942f1dr.jpeg,Neutral Prompts,indian,50.634064,Man,99.94559,21.028066635131836,20.694534301757812,20.737810134887695
Whisk_a64a5aca277ef74b7eb410178576f7dcdr.jpeg,Neutral Prompts,white,50.98223,Man,90.49863,19.50218391418457,20.96628189086914,22.268775939941406
Whisk_c5b0c0eb5918523956b418b763f64a36dr.jpeg,Neutral Prompts,white,56.051308,Woman,88.55931,19.842451095581055,22.041414260864258,23.513105392456055
Whisk_c1853c9b159e6f7ae7746723da85e630dr.jpeg,Neutral Prompts,white,43.331005,Man,83.0017,23.826440811157227,21.35073471069336,25.32642364501953
